u1,u2,u3,u4,u5,u6,u7
65.78,68.1,46.88,50.72,54.8,39.34,40.02
65.84,68.58,48.84,45.78,56.1,27.48,40.02
49.12,67.84,48.7,51.74,54.9,25.3,36.46
62.72,69.42,52.48,49.54,54.02,26.98,26.8
59.96,61.1,44.3,63.9,41.56,38.64,38.1
64.16,62.28,50.86,53.12,48.18,37.32,20
67.52,63.02,51.3,49,51.1,46.96,26.7
68.68,72,36.98,62.34,64.72,53.74,24.7
62.78,61.4,49.88,56.5,45.56,39.7,23.74
61.28,71.54,44.8,51.8,41.92,40.58,36.52
55.84,78.88,43.5,52.32,44.02,48.94,9.28
61.98,71.22,35.26,55.52,63.22,62.46,28.22
59.04,64.74,45.3,56.74,43.14,53.4,32.64
59.14,66.04,45.96,48.12,30.66,56.42,5.74
53.2,55.08,50.68,56.48,36.22,52.72,27.36
51.6,62.52,48.68,57.64,49.24,55.1,36.42
45.4,57.98,46.82,75.9,44.18,47.54,27.7
44.66,58.86,50.34,54.62,39.18,54.18,16.56
46.48,56.78,46.76,57.86,40.9,51.7,24.9
48.08,68.08,48.24,47.58,42.82,53.74,28.24
46.34,62.96,55.36,51.8,38.4,52.18,30.3
54.42,67.46,63.28,51.84,37.04,51.3,35.16
56.42,68.02,53.36,50.5,43.38,51.04,29.12
55.26,70.26,54.04,58.64,34.22,59.34,49.38
51.86,73,55.24,59.04,40.72,64.26,35.58
57.16,68.4,56.08,59.66,37.62,52.74,58.62
56.48,69.36,53.44,61.14,36.18,50.88,44.38
53.8,67.42,56.8,63.16,27.72,49.74,45.54
52.3,67.52,55.94,58.28,31.52,50.12,42.08
54.62,69.04,49.08,54.9,41.3,50.3,33.46
52.3,56.66,46.42,57.2,34.4,48.38,38.8
48.5,57.94,40.22,52.98,40.68,44.6,32.24
51.24,57.5,54.86,61.72,36.1,44.98,44.44
43.72,57.36,57.3,64.62,36.86,60.8,46.84
45.24,50.6,48.9,58.92,46.88,59.48,31.4
47.68,58.04,46.48,65.16,35.78,51.88,44.58
51.2,54.68,46.42,68.66,33.82,55.6,42.56
45.12,61.96,42.52,72.94,34.4,56.94,48.18
41.28,61.78,54.16,57.3,34.12,55.6,45.16
42.2,51.5,50.18,58.98,38.04,52.52,25.7
43.4,67.12,51.06,51.02,45.56,59.22,29.7
44.76,66.82,42.86,55.28,45.3,59.8,28.22
49.74,70.08,46.44,59.28,34.18,52.54,34.6
62.64,64.16,51.06,65.32,35.58,43.7,56.46
53.42,61.46,46.38,56.54,33.3,45.94,54.98
56.16,59.54,48.72,59.64,31.6,36.1,13.24
57.68,59.2,56.72,59.24,32.1,45.26,48.44
58.98,52.64,63.16,62.76,42.22,50.4,29.96
50,62.38,63.24,63.24,32.36,54.72,40.34
58.76,50.2,66.24,67.92,33.1,54.42,8.22
46.38,47.4,69.1,62.34,33.66,67.06,16.28
58.78,50.66,70.22,64.38,35.24,65.58,43.64
55.1,54.8,62.9,56.42,28.48,65.22,31.12
54.32,49.02,73.06,64.12,32.64,61.96,32.78
60.28,44.8,67.1,64.56,33.5,48.34,33.52
51.4,39.62,70.14,59.16,37.36,66.76,22.4
54.06,43.14,70.38,56.98,39.82,68.56,23.06
62.24,38.38,66.9,60.22,28.68,59.74,22.68
59.08,46.94,71.3,57.36,24.9,60.7,18.94
63.88,56.6,75.3,60.28,34.36,63.02,16.02
66.42,52.6,68.14,54.98,36.78,59.54,19.84
68.6,60.6,76.5,62,36.46,58.5,28.66
60.68,66.86,86.66,55.58,34.52,51.1,39.24
55.54,72.7,77.86,55.76,24.44,45.3,33.54
66.28,80.36,72.84,55.8,28.2,40.54,19.26
61.68,82.36,72.8,58.78,33.54,43.04,20.52
64.74,75.3,79.34,63,30.84,34.16,18.42
62.6,73.9,72.2,61.16,29.48,37.32,30.34
71.2,87.22,66.44,60.78,19.58,26.3,15.28
68.16,75.12,76.62,61.52,17.66,22.06,16.94
60.94,77.08,78.4,61.4,20.24,25,10.7
53.12,80.58,70.52,60,24.12,27.3,15.04
49.58,76.44,68.54,64.9,19.18,27.68,1.86
55.24,68.7,69.22,55.76,13.06,21,5.24
55.02,76.34,59.02,59.28,34.34,27.42,20.8
53.22,75.5,48.26,58.26,41.74,31.28,3.2
52.58,68.5,51.12,59.3,47.12,22.22,11.18
52.76,79.64,57.92,58.02,39.54,38.14,24.76
53.48,80,61.26,57.96,45.82,36.66,16.14
49.82,73.06,56.96,60.6,40.62,27.12,28.94
59.58,74.66,58.48,60.42,44.34,40.2,23.96
53.86,74.94,63.56,55.26,43.34,39.26,18.02
61.54,60.92,62.6,61.84,40.02,37.02,12.8
62.6,66.5,59.08,53.18,38.52,30.46,37.8
56.34,72.64,68.2,44.8,40.74,22.06,21.68
54.56,79.86,62.16,37.4,32.92,28.86,8.78
58.1,80.82,58.8,37.92,37.32,21.84,36.98
54.32,82.26,56.74,46.94,39.36,25.3,15.62
68.3,88.42,53.7,50.44,32.68,17.92,14.1
57.04,87.38,59.48,51.96,36.88,20.94,6.48
55.3,84.98,55.42,40.3,31.26,17.58,23.86
55.24,84.6,55.06,53.06,31.42,24.32,21.76
55.88,81.44,54.04,37.58,31.98,29.44,21.6
68.8,68.76,61.3,36,25.64,18.98,27.02
60.54,70.88,61.76,42.76,35.54,19.48,28.16
60.04,65.74,50.62,49.74,34.1,29.38,18.5
61.98,60.7,51.8,60.34,35.62,32.42,38.62
70.94,64.74,53,44.7,33.76,30.18,33.22
68.26,78.14,54.4,25.92,32.06,31.78,28.36
61.42,76,40.5,52.44,29.72,29.62,30.78
61.02,72.06,59.2,59.44,31.04,39.62,38.76
56.08,71.08,57.9,40.72,19.8,29.8,25.8
58.14,78.12,62.52,60.16,22.18,25.86,26.8
54.82,68.64,58.2,57.68,32.54,21.12,10.46
51.12,65.08,52.8,55.08,31.16,19.96,26.52
48.82,63.68,64.9,54.42,44.3,28,21.56
55.82,66.18,58.98,54,42.8,22.54,20.72
47.6,57.02,57.52,46.32,42.38,13.1,17.68
50.62,60.96,45.26,50.38,45.28,23.24,17.28
43.82,52.92,49.8,47.8,44.94,15.9,35.4
38.58,55.86,46.7,44.56,45.26,14.64,23.04
49.3,55.56,43.44,47.12,48.64,14.82,25.66
62.7,72,44.2,35.9,47.62,23.88,24.7
56.88,61.46,37.24,49.12,43.52,20.96,19.28
59.5,68.2,40,36.94,44.7,16.42,21.98
49.18,66.46,42.3,37.52,49.4,20.74,15.44
54.28,69.82,52.18,43.46,40.14,25.5,25.42
42.6,53.86,41.74,29.88,47.84,21.16,9.26
47.52,58.22,41.02,25.6,38.58,29.64,10.5
43.38,62.04,43.32,27.12,43.7,30.04,19.28
39.74,55.14,46.22,26.88,42.46,20.32,21.68
40.56,58.94,47.68,29.42,38.34,38.86,22.56
39.6,64.54,44.8,33.48,44.88,33.6,27.3
36.08,58.76,37.08,40.32,40.44,31.54,21.58
37.38,62.86,37.42,42.28,38.7,24.5,21.26
38.28,54.36,39.64,30.64,44.28,30.62,22.68
39.52,56.02,47,38.3,48.38,25.68,26.34
38.74,51.9,48.04,64.28,49.24,30.64,14.92
35.16,51.72,41.88,57.36,66.46,28.44,19
33.36,53.68,42.02,62.94,64.16,37.84,19.06
34.6,61.16,32.22,60.78,69.2,31.68,19.24
35.78,54.92,46.48,60.62,61.34,28.12,32.1
42.22,64.4,46.26,48.56,61.08,26.42,11.64
36.46,66.1,46.76,51.06,55.36,23.4,7.86
36.58,65.34,40.64,57.62,60.82,24.48,5.9
40.48,63.28,48.1,54.22,65.36,30.4,15.24
43.18,63.44,50.16,60.84,62.46,34.28,26.68
52.12,58.1,49.88,56.74,53.6,33,24.56
60.58,58.96,46.92,52.86,46.62,33.54,19.38
51.06,61.46,46.08,46.9,61.16,42.82,33.86
55.8,62.4,44.26,46.88,51.74,50.38,27.06
65.24,68.52,45.5,54.62,58.1,45.38,-3.24
58.98,63.78,48.28,51.92,60.18,39.14,17.3
57.22,71.34,41.66,58.22,52.24,23.74,13.54
62.1,66.12,39.32,35.62,46.56,32.56,10.46
63.84,73.5,43.64,40.9,44.82,31.92,-10
63.62,73.48,52.96,32.72,42.6,25.62,25.98
65.42,63.78,45.24,48.12,46.48,33.68,21.94
65.06,68.42,42.9,38.18,47.82,32.66,22
64.64,62.96,38.14,38.96,50.06,22.78,8.16
68.58,53.8,37.72,40.52,54.42,28.18,18.72
61.5,59.56,41.04,50.86,52.88,25.12,29.88
65.08,61.06,37.2,50.1,60.98,19.74,32.86
64.4,64.24,46.58,38.58,52.7,24.62,31.36
62.16,54.96,47.9,55.04,53.86,23.3,34.02
59.76,57.28,41.76,61.78,52.48,32.86,35.46
63.58,62.52,42.84,61.22,54.98,28.74,29.3
59.36,60.8,46.54,59.98,42.38,29.1,28.3
52,61.42,57.54,62.96,44.74,32.58,43.08
47.26,49.92,50.84,58.98,45.26,34.6,45.3
43.28,46.56,52.58,51.62,47,31.96,30.1
52.56,55.02,50.46,54.9,45.64,37.08,36.52
50.7,49.1,55.14,58.36,52.18,26.42,35.34
53.62,56.48,50.38,50.94,39.64,19.4,24.88
53.04,61.26,43.68,55.28,44.68,22.38,15.3
63.9,65.34,54.98,54.14,46.14,36.12,24.3
59.42,57.04,50.84,49.82,41.48,28.06,34.7
51.88,58.52,34.7,51.14,46.68,26.8,31.36
59.22,51.52,37.78,46.9,41.88,30.58,30.04
60.16,59.18,42.5,51.48,36.34,38.22,22.66
55.74,72.2,49.52,52.82,47.92,42.38,30.72
54.68,70.08,59.04,56.16,48.62,27.96,28.64
53.6,73.74,65.02,50.94,58.56,43.86,31.64
54.62,64.02,50,53.62,54.36,46.52,31.1
58.9,55.56,59.76,42.46,57.22,59.34,50.84
56.94,62.18,51.58,35.78,58.66,49.98,27.06
56.14,52.18,52.6,42.5,64.28,49.8,25.4
55.16,54.74,54.24,39.02,51.78,54.76,21.68
52.8,47.94,61.04,47.48,65.7,68.12,20.24
47.78,51.88,72.52,46,77.92,75.18,27.9
50.76,57.48,61.02,45.5,63.58,75.1,19.1
46.14,57.18,59.46,50.36,64.14,78.2,11.4
46.32,59.48,58.78,44.38,64.3,67.08,24.22
54.4,56.84,61.04,51.26,73.22,70.7,5.06
57.8,51.96,59.1,53.58,73.82,58.9,17.38
63.22,52.74,54.92,56.54,67.08,57,29.06
59.54,44.7,48.8,49.24,70.88,70.88,28.36
61.06,47.16,48.38,51.2,64.54,61.46,31.04
61.28,45.36,58.54,54.36,58.72,61.72,16.86
58.26,45.82,51.52,62.16,50.22,63.3,39.2
51.92,50.78,51.24,56.82,32.1,60.98,36.6
55.3,46.86,60.28,58.9,35.18,64.58,28.86
48.06,49.9,58.42,51.16,56.16,52.52,25.36
55.94,43.46,59.14,48.5,72,73.38,40.9
56.3,40.64,55.6,52.38,67.1,58.08,39.88
64.56,41.78,49.94,46.76,66.02,41.08,35.22
63.52,39.68,53.36,45.5,64.68,45.1,28.2
70.6,37.44,49.14,50.82,61,60.3,36.9
70.32,35.38,46.5,34.44,53.78,53.38,45.76
77.46,36.76,46.5,35.16,54.24,51.92,34.34
66.96,26.24,48.78,44.76,56.42,52.66,49.24
72.8,36.26,52.86,49.5,55.22,77.8,47.44
73.36,39.64,52.92,45.68,53.98,47,53.3
73.12,52,44.06,52.94,55.02,64.34,46.32
72.26,45.46,50.06,53.38,55.12,68.22,49.74
65.66,43.14,55.46,45.32,55.48,68.08,63.16
71.02,49.2,54.42,40.72,48.18,59.72,54.5
66.26,47.58,56.2,48.62,45.88,46.88,48.18
64.42,48.3,51.72,52.54,47.68,54.76,46.38
58.9,51.16,47.88,54.94,51.84,48.62,54.3
50.86,55.36,43.02,59.04,49.02,54.28,52.68
53.46,58.82,36.9,57.6,36.12,55.02,46.38
50.2,63.4,38.6,63.4,46.56,47.02,46.02
47.5,54.5,47.78,57.92,46.24,51.36,42.78
50.12,50.94,42.94,61.8,54.06,59.84,39.3
54.3,58.1,47.98,50.86,55.04,55.28,50.18
60.22,64.58,44.98,45.66,50.5,58.56,55.64
56.08,52.62,36.94,45.08,51.14,47.9,58.6
54.16,49.14,38.94,58.06,49.18,35.78,47.48
59.54,67.5,44.62,47.2,55.6,47.54,46.22
50.1,61.7,44.36,41.6,44.08,61.2,48.38
53.46,70.74,39.92,47.38,43.6,45.52,34.94
61.18,65.76,35.72,40.82,48.94,51.14,19.78
58.36,70.64,42.02,39.96,51.04,43.8,32.22
70.48,60.04,53.56,38.52,42.5,42.42,48.18
65.44,62.84,55.22,37.36,46.9,31.74,17.76
63.16,54.9,55.6,38.22,44.7,45.86,31.38
56.66,60.72,52.6,36.86,45.82,40.78,49.22
57.64,80.62,48.68,39.36,41.32,37.54,39.1
54.08,66.6,44.2,42.32,43.32,31.44,31.86
52.38,60.04,50.38,43.64,47.38,36.1,19.22
51.98,49.12,64.3,43.52,41.68,34.82,27.74
51.24,57.6,57.74,43.32,40.72,43.94,40.62
47.38,59.68,57.42,57.54,35.86,51.32,46.3
50.94,62.9,64.32,56.06,43.66,45.78,30.84
53.54,63.84,56.98,58.86,32.84,47.76,30
57.24,52.18,63.22,51.1,33.36,41.64,18.46
48.5,51.86,62.04,48.38,30.1,38.4,34.54
44.74,60.1,60.9,55.06,19.76,45.2,23.76
52.04,53.74,72.78,44.36,20.72,45.18,53.04
41.36,48.38,70.38,37.52,8.92,32.84,41.42
48.54,53.8,65.76,49.48,36.22,47.5,28.16
56.64,50.26,62.3,60.36,33.6,48.82,35.84
64.08,54.42,56.76,58.12,31.92,36.3,-0.26
60.06,53.22,58.98,63.7,40.8,38.78,18.08
58.62,59.58,66.4,55.1,32.34,41.4,31.1
59.98,46.8,59.82,61.26,32.48,42.12,25.12
78.2,49.12,55.16,61.86,33.1,28.24,25.2
69.38,53.36,53.04,76.52,28.94,35.04,40.2
69.08,57.28,59.48,66.84,25.72,31.28,28.62
65.88,53.84,60.78,72.8,30.82,32.36,36.24
70.38,48.44,60.02,77.54,31.66,26.9,41.26
62.66,48.2,54.94,66.16,40.82,41.5,50.62
58.78,50.12,48.74,63.34,38.74,46.32,51.66
62.22,48.74,64.7,78.54,38.08,49.44,75.9
61.26,50.14,65.4,74.1,34,33.78,32.66
57.16,43.92,68.64,75.06,35.62,31.22,31.56
52.94,45.14,62.78,70.52,36.8,30.54,29.64
51,36.96,64.14,59.1,29.12,25.58,32.04
48.4,51.68,61.84,61.68,34.54,32.5,30.48
51.18,51.32,61.22,63.28,33.14,30.72,35.14
46.54,47.66,55.28,62.94,25.54,22.24,33.14
57.56,41.6,60.94,62.22,23.98,20.84,41.8
63.64,50.02,60.74,74.62,38.38,37.88,26.8
67.76,49.12,55.04,69.46,28.2,31.06,28.02
67.08,53.34,56.42,62.02,30.12,36.6,28.9
59.44,49.2,58.3,51.4,33.32,40.26,39.64
71.82,41.9,50.24,50.78,37.28,45.26,29.7
64.44,39.2,61.28,52.84,38.3,42.56,38.22
58.46,49.52,54.7,46.48,36.16,49.48,25.54
49.32,49.6,59.84,37.62,36.94,38.16,-6.04
60.28,40.58,59.64,39.14,37.52,29.7,22.74
73.26,46.32,54.1,34.22,27.74,28.74,30.08
59.22,58.7,49.06,26.98,39.52,28,39
62.6,58.26,58.16,40.28,28.46,29,34.96
63.62,52.6,50.26,48.36,24.74,32.64,21.92
56,63.34,56.1,33.9,26.74,40.26,30.44
64.78,58.04,52.64,50.06,21.18,43.9,31.94
68.92,49.36,53.5,47.52,22.38,37.08,36.4
73.06,49.32,49.58,46.14,22.32,51.74,29.48
70.56,45.82,42.46,29.66,25.42,41.4,43.16
75.56,42.48,42.82,38.9,31.58,35.66,27.24
67.92,39.82,50.56,41.28,32.66,35.24,23.92
73.44,50.88,48.34,47.34,29.54,38.22,23.24
67.9,45.56,57.1,54.32,29.72,51.06,26.56
66.52,42.1,51.6,48.72,33.04,47.16,32.36
60.16,37.9,50,48.12,40.94,48.26,27.08
68.28,45.86,41.38,44.88,40.96,45.34,20.64
59.98,44,45.26,41.26,41.1,39.58,39.16
57.56,49.4,47.7,43.88,35.72,35.66,40.6
56.54,46.82,52,42.16,28.6,38.58,39.2
45.7,42.12,60.48,46.94,27.36,44.92,32.02
46.24,44.4,52,44.58,37.22,42.7,20.52
51.54,48.5,62.54,48.68,37.16,42.34,44.34
40.84,50.98,65.22,52.12,43.6,42.7,61.4
49.46,43.86,65.9,52.64,37.22,43.5,41.42
51.06,51.7,56.16,55.86,39.2,41.2,33.98
50.52,53.06,50.46,52.48,40.56,46.76,40.4
53.3,50.48,48.9,53.24,36.18,49.08,29.24
49.06,56.96,45.58,53.92,38.22,47.2,29.44
60.36,53.12,51.36,54.24,37.28,37.72,40.66
70.2,63.06,48.4,55.58,45.34,30.64,33.6
60.76,59.2,50.9,52.72,46.32,33.18,10.28
55.88,50.02,45.7,50,40.46,40.78,25.58
59.6,46.2,51.64,48.78,46.04,35.04,36.28
59.6,50.54,53.84,36.88,54.42,40.8,36.96
62.92,55.52,47,39.48,45.14,34.1,32.36
64.02,57.46,52.74,42.7,44.88,47.44,40.72
63.32,55.68,48.14,40.26,41.92,36.64,37.28
64.9,56.08,56.72,51.56,56.48,49.64,24.94
61.96,53.9,56.42,47.7,63.12,50.52,23.5
57.86,54.48,51.12,57.3,45.66,33.04,42.9
62.66,60.7,73.7,56.4,35.9,36.16,22.64
67.7,55.44,66.7,59.66,50.12,33.32,21.28
63.62,55.14,54.2,51.98,22.88,32.16,32.52
62.54,70.48,44.62,58.42,23.58,34.04,28.86
68.68,57.98,53.14,62.8,35.38,38.02,35.64
64.84,54.84,57.14,65.4,39.78,33.62,30.8
59.48,64.92,49.76,63.94,44.02,35.08,28.2
60.78,54.28,58.26,61.2,44.38,31.98,31.68
56.36,55.66,55.12,57.7,35.56,33.14,30.66
61.16,48.18,53.2,54.66,31.3,37.86,33.9
62.8,47.2,56.68,56.74,39.3,35.68,36.08
56.6,43.2,60.4,55.72,34.06,42.74,33.24
54.98,33.86,64.02,55.06,38.46,42.7,29.1
49.1,37.5,58.94,58.48,28.74,39.7,21.5
50.34,30.84,54.62,58.96,31.22,40.32,36.64
47.68,36.46,53.52,57.8,17.22,32.92,17.7
51.84,37.86,50.44,58.44,27.86,33.16,18.38
53.08,30.24,49.06,48.94,35.2,32.94,31.92
49.18,37.46,47.82,48.94,40.2,33.8,19.7
47.98,37.82,38.16,49.3,36.32,26.72,21.62
42.12,37.02,43.14,48.4,40.58,26.86,28.08
53.66,38.84,56.48,46.06,36.64,24.74,22.42
54.76,41.88,52.3,48.06,49.18,23,29.78
63.84,41.48,56.42,50.28,40.44,15.86,33.04
59.78,43.24,45.22,55.14,41.2,18.7,12.14
55,33.66,46,58.48,29.24,27.68,11.36
58.28,36.92,49.84,45.98,41.02,27.3,25.08
54.62,32.82,66.62,49.8,23.1,27.26,14.6
60.1,18.2,64.74,47.38,16.18,35.4,24.8
52.3,37.72,62.94,60.4,26.56,44.4,21.06
61.38,46.38,57.94,52.86,14.86,31.44,18.58
58.78,40.14,64.06,51,15.9,33.5,24
54,51.68,60.48,54.5,20.62,41.86,34.34
56,46,60.08,64.9,11.74,42.72,29.72
58.46,41.92,66.94,63.02,2.56,39.92,12.9
54.94,43.02,63.8,69.88,1.86,29.4,17.1
51.8,43.52,72.22,59.6,18.44,34.36,12.4
56.16,51.56,69.82,33.16,18.9,27.84,19
56.3,46,66.86,42.9,21.98,26.92,7.26
52.76,37.38,56.86,52,33.6,30.7,4.18
56.74,41.36,62.96,55.64,31.82,32.92,11.64
53.5,45.88,66.86,55.1,35.12,31.94,5.3
56.94,41.14,69.28,66.22,33.34,14.66,13.7
55.64,41.9,67.54,68.32,36.4,12.22,2.68
55.4,60.26,71.96,58.48,38.32,15.4,4.22
55.4,62.46,63.4,61.66,39,14.04,-10.5
58.04,59.84,51.56,87.16,43.3,36.2,-1.64
51.72,62.56,60.74,82.04,41.4,41.24,3.5
54.12,70.32,53.04,82.66,41.82,37.96,4.44
59.88,62.14,45.88,80.06,35.06,41.18,5.42
59.92,58.94,47.68,73.32,34.5,46.04,1.54
49.62,56.52,53.18,64.14,34.02,39.28,-7.86
50,44.12,48.96,70.46,25.2,44.7,-16.82
58.2,48.22,49.3,75.36,41.98,54.86,-6.8
57.12,48.62,44.2,66.42,41.36,42.78,-15.98
48.02,45.48,48.82,74.1,41.56,44.14,-8.98
53.44,36.58,46.2,63.64,33.78,36.94,10.32
54.44,42.12,46.76,58.3,39.06,38.7,5.7
54,41.46,43.64,60.28,46.32,35.96,20.54
51.46,49.44,39.14,60.36,46.26,30.36,10.5
55.16,44.74,46.14,63.32,39.58,32.24,-0.1
54.18,45.54,48.06,51.68,30.8,29.6,-6
49.58,45.38,47.5,43.02,26.16,37.44,8.36
57.34,49.88,44.08,49.56,30.88,38.78,19.96
53.56,45.1,42.14,62.36,35.44,51.22,11.82
61.9,46.96,51.38,57.16,37.96,41.76,14.42
64.9,40.52,60.62,55,40.56,42.3,24.48
71.68,49.12,49.06,51.68,28.22,36.98,30.8
63.58,42.82,43.78,51.16,27.98,34.76,21.52
65.48,48.9,48.18,44.52,36.1,28.54,13.42
65.7,39.96,40.84,43.8,45.78,27.82,20.8
59.5,40.82,35.22,42.62,46.72,45.76,17.16
70.18,37.22,39.1,41.2,48.64,56.34,25.5
56.28,32.98,45.26,42.82,50.42,43.14,13.4
63.04,32.52,35.8,48.04,51.74,51.18,7.66
61.46,41.28,42.24,50.74,42.2,46.96,26.98
61.16,32.22,51.78,56.02,48.48,47.94,20.12
63.4,33.1,60.04,52.56,47.86,47.48,17.7
58.18,35.98,52.62,54.24,55.74,39.96,7.78
60.4,34.82,50.88,50.74,45.72,43.52,25.96
51.66,47.56,51.44,55.12,31.48,52.78,33.78
53.1,56.1,52.14,54.92,18.5,52.54,27.34
57.48,59.08,56.42,56.74,22.48,51.54,32.96
55.06,59.86,65.34,56.38,39.78,51.26,26.98
53.3,58.66,41.4,58.72,46.98,50.34,13.76
53.66,39.76,34.7,61.62,56.48,44.52,14.96
53.06,48.18,35.64,53.16,46.9,40.5,21.44
58.82,44.64,45.34,49.88,51.76,35.44,29.08
61.34,51.62,43.02,58.18,43.32,31.06,41.02
68.76,43.48,38.84,60.54,44.36,18.42,28.68
66.28,39.52,44.4,58.94,42.7,35.92,27.68
61.52,34.92,43.62,51.12,45.62,38.6,22.58
64.28,46.88,49.68,43.58,49.72,37.9,26.44
60.18,48.06,55.56,35.86,47.62,38.44,32.42
64.98,49.7,71.42,39.76,52.7,38.96,41.16
44.7,54.48,60.82,47.06,50.94,41.58,26.04
50.94,50.96,71.7,52.86,39.38,42.46,28.96
50.44,61.38,72.82,49.24,39.16,44.58,44.02
53.98,59.62,80.06,48.32,31.84,43.54,33.16
59.54,60.9,62.4,47.02,39.46,43.66,20.12
60.3,47.78,69.74,47.34,32.84,45.7,25.4
56.96,53.56,74.66,48.52,20.48,52.08,25.38
59.7,44.58,84.6,46.82,41.08,45.04,32.54
59.04,51.2,80.76,57.82,30.48,46.38,30.6
51.52,41.6,80.02,49.5,37.72,42.24,20.92
52.32,47.68,65.88,44.42,46.86,42.16,32.88
49.32,58.12,71.22,32.54,38.16,36.86,25.36
53.22,48.82,67.16,46.58,33.02,42.76,25.42
54.98,44.94,73.94,49.22,36.3,44.94,17.5
54.74,46.38,69.32,45.1,43.58,39.7,23.18
51.84,55.02,80.26,53,31.16,48.88,17.6
52.86,52.72,65.4,52.98,39.06,38.76,24.22
54.5,53.04,72.06,68.82,38.84,38.4,23.6
57.56,43.84,61.46,62.9,37.16,37.68,27.16
57.54,45.78,57.86,63.4,38.42,38.96,36.4
60.1,52.48,66.38,55.48,38.46,40.28,18.16
63.8,53.68,64.44,55.8,44.38,52.34,25.56
62.04,50.5,69.14,56.32,44.86,43.22,14.38
63.8,53.04,61.4,52.62,42.1,51.44,22.54
64.78,52.06,59.18,53.72,37.52,47.54,28.4
47.74,62.06,70.76,58.64,41.64,47,20.8
41.62,67.88,68.84,66.32,51.26,44.32,37.7
42.8,48.06,64.44,62.44,49.92,41.08,6.76
35.88,51,65.66,55.74,50.38,42.64,21
51.84,49.94,85.24,55.1,42.26,40.4,29.14
49.98,53.24,71.44,52.72,35.46,29.54,9.72
44.14,46.86,60.76,54.34,52.86,36.26,22.72
55.3,55,59.6,42.86,44.04,36.76,24.68
52.24,54.76,49.72,56.36,56.58,47.84,20.7
56.66,56.48,53.06,66.7,47.32,48.72,20.94
55.46,58.24,48.8,64.16,46.96,41.8,29.04
50.08,51.5,54.26,64.8,46.62,42.64,31.02
56.66,52.4,52.7,71.34,42.54,34.14,39.04
59.26,58.56,55.3,62.66,47.5,35.66,44.9
65.66,53.46,49.76,66.1,42.48,41.3,39.16
77.56,53.84,49.64,75.56,41.3,42.88,27.9
71.28,46.06,65.66,60.06,52.78,42.64,36.2
69.92,47.94,54.1,52.74,56,36.76,21.86
83.24,51.46,70.26,59.54,41.42,40.54,30.52
72.82,61.74,76.8,49.04,41.56,37.62,35.54
82.92,52.84,66.2,49,36.2,39.32,27.88
87.48,52.26,51.92,47.66,31.32,47.98,26.06
76.4,52.18,57.98,36.66,42.84,47.94,39.64
75.72,56.24,58.78,34.22,46.66,46.94,34.42
74.26,56.44,61.44,33.34,49.78,49.56,36.62
77.48,57.46,51.3,28.16,46.82,52.8,37.38
72.64,55.5,49.1,36.62,42.46,53.26,19.42
67.28,57.98,45.94,31.72,36.92,43.06,33.24
71.44,62.98,33.86,48.12,39.96,38.52,38.4
65.08,63.12,46.02,49.12,47.5,44.2,47.92
63.66,63.94,36.02,45.68,43.84,41.08,36.94
65.4,60.28,56.28,49.44,55.34,53.22,37.06
59.72,56.3,63.34,61.9,45.26,56.24,33.14
59.96,59.44,70.88,66.14,37.9,42.34,28.22
60.54,51.78,61.74,65.08,41.62,49.66,42.82
59.3,53.14,62.16,60.38,51.34,41.84,28.18
58.4,53.84,63.28,56.96,53.9,39.94,32.8
56.9,57.42,72.06,52.68,60.72,40.46,32.8
54.9,50.84,51.4,48.62,40.68,40.38,32.82
51.62,53.72,48.32,47.06,45.44,27.7,44.34
55.82,52.22,54.42,53.04,51.26,40.74,34.42
61.78,52.74,66.4,50.36,58.34,43.38,40.08
62.16,48.9,51.38,49.44,55.76,46.38,25.68
68.78,42.78,58.52,44.56,43.02,43.44,12.02
66.7,48.62,53.96,37.78,49.76,32.52,19.84
79.74,41.66,61.06,46.6,45.5,34.3,7.56
69.38,46.16,47.92,37.68,38.14,49.94,4.1
65.62,42.1,56,49.88,43.4,29.56,36.92
59.78,47.26,53.38,37.02,49.72,45.32,3.26
66.12,44.82,57.48,34.54,39.98,32.36,9.4
53.5,47.5,52.22,42.72,39.86,42.54,12.08
52.9,52.68,48.34,44.06,44.24,29.2,32.52
59.12,49.32,64.3,48.08,44.74,34.34,31.36
54.62,55.06,40.96,42.26,39.22,41.96,27.9
52.26,55.48,35.84,51.62,32.9,47.08,24.62
50.44,45.94,43.26,45.58,30.66,45.3,12.26
52.4,54.72,35.48,45.82,37.46,37.94,2.98
56.28,43.9,45.14,47.78,26.56,43.02,6.62
51.68,40.9,47.08,34.22,35.68,38.52,41.44
61.7,45.82,51.8,41.3,49.44,39.2,31.48
50.62,50.56,59.1,29.64,48.86,45.58,37.9
51,52.86,55.48,36.82,43.3,50.66,43.56
56.04,50.92,54.36,46.74,47.1,53.06,39.28
49.32,47.36,59.1,37.8,48.88,45.5,36.88
48.4,45.18,52.84,42.16,43.28,53.78,38.78
48.12,48.1,55.78,54.56,48.72,56.28,39.3
53.08,49.12,48.68,48.8,44.26,54.84,20.36
58.4,49.06,46.48,51.58,47.92,58.94,23.34
55.74,46.42,47.9,48.94,49.92,71.9,34.48
55.62,40.86,46.82,50.04,50.56,66.92,20.06
57.06,46.18,48.56,50.28,58.62,65.52,48.42
